bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,true_label,pred_clean,pred_adv
0,1,2407,0,1,5962,40379,101,193455,580,616,49,766,1124,435,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,349,349,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0,0,290,290,0,0,0,0,0,2046,2168,2046,2168,1,1,2
0,17,10069,0,17,5962,40379,101,193455,580,616,216,766,580,474,23,482,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,251,251,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,7,7,0,0,0,0,1,8384,8384,8384,8384,1,1,2
0,23,12961,0,23,102625,40379,101,193455,580,616,216,766,580,476,20,482,0,0,0,0,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,43,43,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,10,10,0,0,0,0,0,2659,2659,2659,2659,1,1,2
0,106,57697,0,110,102625,40379,101,193455,580,616,49,766,1124,482,0,482,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,0,264,264,264,264,1,1,2
0,1,2371,0,1,5962,40379,101,193455,580,616,216,766,580,417,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,349,349,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0,0,129,129,0,0,0,0,0,1300,1362,1300,1362,1,1,2
588,1,6040,0,2,102625,40379,101,4873,1124,616,49,766,1124,1074,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,350,350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,724,724,724,724,1,1,2
0,7,3683,0,1,102625,40379,101,193455,580,616,216,766,580,351,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,349,349,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0,0,220,220,0,0,0,0,0,1432,1600,1432,1600,1,1,2
0,7,5476,0,1,102625,5767,101,4873,1124,616,49,766,1124,974,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,350,350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,700,700,700,700,1,1,2
0,1,7333,1,1,102625,40379,101,4873,1124,616,49,766,1124,1365,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,62,62,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,123,123,123,123,1,1,2
0,1,6070,0,1,102625,40379,101,4873,1124,616,49,766,1124,1476,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,350,350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,89,89,0,0,0,0,0,1422,1422,1422,1422,1,1,2
