bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,true_label,pred_clean,pred_adv
3000.1758,10.345247,2235.189,3005.1787,7.9281573,2234.7053,0.0,5.7132945,3.4279103,481.40094,558.99915,2.22401,553.7715,561.45917,558.813,5.7901516,557.4828,0.67187625,1.6932817,2.2394886,5.9532347,2.217206,997.89606,1732.3931,3004.914,4.153843,1001.1757,1744.6151,2998.2668,5.4037404,4.707513,0.16148016,2.7557702,1.7031751,1.3697703,7.220829,0.0,11.175659,1.099543,3.001711,2.9458857,2.0564806,0.012337085,0.0,1.2893196,2.0331287,6.8658586,1.0164181,3.8856318,3.6027994,0.8571601,0.0,1.3432376,9.261961,0.0,1.5329732,0.34743893,325.66718,355.02798,346.84164,0.4429951,0.0,0.46245146,0.0,0.0,21.551786,0.6680865,1.3946332,3.3185892,10.573161,2.2116365,3.687899,355.13208,5.7886086,3.8991916,2.522481,1.4590166,2687.4248,2759.8657,1.1187711,2.4463446,4.0146523,3.930262,0.0,1487.738,1492.1222,1488.7223,1488.859,2,2,0
40963.312,16.063364,960.0722,40963.324,10.3800125,599.9307,12925.154,6.8609185,360.3997,60.25271,60.77724,0.13424869,60.1218,59.918762,59.514797,0.9318322,60.029835,60.32526,60.559025,0.16200471,59.867897,0.3870861,2731.3132,5121.1357,15069.4795,0.0,4551.078,6047.2676,15069.078,0.020354547,2584.3552,3546.1375,6759.927,9.811264,0.3267197,0.15116383,0.057351045,6.36206,0.43924907,6.148338,0.0,10.017317,0.022209112,0.0,0.03153266,2.6161375,0.39280617,0.04890724,0.24144198,0.0,0.083491385,0.07523252,0.17094247,6.336821,0.1257202,6.100845,0.13882232,0.104339644,0.37634113,0.45217302,349.38934,348.7312,534.46704,534.18396,0.0,0.42108446,533.8152,533.8458,0.094310075,0.04001443,1408.4305,1408.0945,350.265,1.7038044,1.4292672,6.9329534,0.27542964,17619.076,17619.02,0.37932035,0.10719538,2.607702,0.056740105,0.4320663,2286.4321,4564.3174,2285.8396,4564.4023,2,2,0
38679.812,12.100635,719.9333,38679.91,8.090231,480.10635,22512.043,4.055851,239.94527,60.132084,60.14521,0.031119874,59.821915,60.001522,59.99708,0.052861206,60.070698,59.945755,60.172146,0.011455941,60.028465,0.034954842,3516.4077,6193.288,16168.05,0.0,5525.762,7139.7188,16168.174,0.028698552,7504.123,12997.388,22512.06,7.955857,0.007742455,0.03303174,0.09793146,4.029063,0.0,4.100607,0.06007968,8.060152,0.21298736,0.04379213,0.063201815,2.493094,0.100821994,0.0,0.00056249276,0.03369391,0.0,0.0,0.037246697,3.9900963,0.06756635,4.0500093,0.009372346,0.0,0.0,0.00014914759,350.05933,349.9849,590.0856,590.0279,0.08453974,0.027908947,590.0096,590.09424,0.019532062,0.11538616,1429.8925,1430.1334,349.93057,0.08142693,0.11135134,0.06599176,0.056234963,12991.085,12991.212,0.03378497,0.0,1.372512,1.1813585,0.0017646856,1430.0409,2020.0637,1430.024,2019.9714,2,2,0
3348.829,266.06366,2216.5088,3257.8218,18.036081,2221.8074,52.169724,361.6689,0.0,604.339,731.2631,251.91531,449.7393,757.8878,902.2877,109.2035,728.90546,203.60619,528.06665,0.0,126.13562,76.807785,1138.1646,1706.6708,3494.8442,164.39777,1258.0852,1511.4692,3385.1145,126.644,497.47916,12.376688,243.31421,54.753693,247.95926,0.0,110.44594,328.93567,160.35432,196.86638,31.406351,64.237816,212.30443,376.57156,292.5343,29.27946,277.67746,13.258146,0.0,226.75798,0.0,0.0,74.02767,19.388645,130.56131,301.83258,342.5049,511.82794,248.14986,127.079254,122.396614,57.412106,364.84396,0.0,117.88223,45.0371,582.1389,166.59401,121.57931,198.58063,29.624945,600.946,0.0,36.847305,17.803741,493.8315,90.67119,2574.803,2627.5923,32.35866,29.385254,36.194702,33.646908,218.50583,488.74008,1089.612,496.58673,556.702,2,2,0
58939.96,11.901871,719.95654,58940.074,7.684474,480.07965,31239.271,3.8961806,240.32944,60.045708,60.602196,0.16593264,60.448082,59.991352,59.911644,0.12923121,60.149075,60.140163,59.98469,0.0,60.030113,0.0034888089,5358.375,10443.492,27700.793,0.047423117,8420.26,12317.071,27701.348,0.2238702,10412.963,18035.99,31239.201,7.6596704,0.015473155,0.03333246,0.080686636,4.015619,0.1966569,3.8314023,0.0,7.954291,0.47131532,0.11167428,0.195011,2.9926517,0.41704014,0.0,0.4187495,0.05194553,0.08799347,0.0,0.352575,4.1685424,0.0,4.3637576,0.06364535,0.636706,0.13964783,0.3350439,350.01517,350.25583,1486.4031,1485.8468,0.002174148,0.121709675,1485.5127,1485.8574,0.041593447,0.25622427,3691.8545,3692.1865,349.7265,0.22289208,0.031085856,7.37079,0.0,55509.082,55509.42,0.05277184,0.1445715,0.0,0.35105953,0.03252413,3692.0264,5178.181,3692.189,5178.0674,2,2,0
3001.7961,0.8174789,2233.264,2999.1252,6.1991034,2227.2378,6.593323,2.0785508,1.5120335,478.3811,557.36896,2.639048,557.9671,558.61707,565.80756,1.051415,554.9588,1.889985,3.577997,2.8028479,0.43081185,1.3390498,1000.5665,1735.374,3000.5156,6.5149274,1002.1115,1733.5684,2998.2234,2.365621,1.7233915,1.3208405,2.569347,2.758396,4.96138,2.100844,0.0,2.1942284,0.094186455,1.2947464,0.0,0.0,0.71867263,0.6445184,2.2636695,6.5054584,0.6932843,4.0020313,3.5407758,1.1614566,4.048797,0.19040197,0.0,1.1126974,0.47400898,4.190507,0.07524943,325.79678,356.09024,352.17526,0.3819816,3.6652381,0.24320126,2.497892,2.354215,2.616325,1.6719657,0.0,0.39412177,2.5125408,3.6524134,3.1346292,351.13226,2.6544588,3.9782195,8.778642,2.5820627,2672.6387,2642.6687,6.2182264,1.5945749,12.182699,3.1196342,0.0,1445.8707,1444.2596,1440.7439,1444.1194,2,2,0
0.030400753,2.0262,119.90602,0.1197218,2.0206559,119.99604,0.0,0.0,0.05283033,60.003643,60.006977,0.0,59.946053,60.02477,60.088524,0.045508217,59.92036,0.08753951,0.08543636,0.09688281,0.047110353,0.15548256,0.06665827,0.0,0.0,0.070003115,0.055180687,0.0747117,0.05798231,0.058774572,0.010948504,0.0,0.009260804,1.8702604,0.054416664,0.03159561,0.010673295,0.10231277,0.036911152,0.009522025,0.040392116,1.9522504,0.0,0.009201481,0.0,2.4652867,0.04628287,0.0,0.04111158,0.005191359,0.009484857,0.018190928,0.0378488,0.10317412,0.07922275,0.13305278,0.05103403,34.60614,0.007864164,0.022443919,349.96677,350.02243,236.03043,235.96239,0.08187829,0.09519193,236.09618,235.982,0.008846644,0.011528643,2244.0125,2243.9841,349.89874,0.077275105,0.05324236,0.05606109,0.0,38599.75,38599.664,0.06598422,0.04809844,0.26250365,1.0953918,0.09836231,2243.999,2480.1284,2244.0127,2480.09,2,2,0
0.0,2.018535,120.02488,0.057826355,2.0802517,120.051605,0.01890788,0.08621034,0.11265406,59.889145,60.06022,0.0,59.993065,60.05568,59.998005,0.024229059,59.94279,0.019634876,0.015009556,0.02489681,0.0965318,0.043051135,0.001304537,0.0032083138,0.014756583,0.0,0.0294002,0.0,0.0,0.0,0.11218909,0.013728484,0.111521825,1.7111104,0.0,0.0,0.0,0.0865254,0.0,0.046327114,0.023130339,2.0145965,0.0050778133,0.0943391,0.024797864,2.4816222,0.0,0.06863413,0.012260642,0.0,0.027249038,0.07473017,0.13677725,0.045888774,0.095283926,0.0,0.0,34.581528,0.0,0.055634253,350.1623,350.09457,277.97787,277.9432,0.0234164,0.0,278.01236,277.95615,0.017854653,0.0408263,2502.1174,2502.0264,350.06097,0.0038239767,0.024706565,0.036345273,0.0,42564.195,42564.207,0.028111186,0.056186244,0.016830523,1.1978133,0.0,2502.027,2779.8804,2502.0476,2780.0308,2,2,0
0.11666157,4.0606976,239.93541,0.03548968,2.0391574,120.030655,0.05568988,1.9279562,120.01804,59.998825,60.11522,0.0061253086,60.031277,60.043026,59.97632,0.039046302,60.111412,60.026455,59.967304,0.16491203,59.973476,0.023085764,0.023691416,0.0,0.03042926,0.03841353,0.0,0.010291264,0.01902816,0.072871834,0.014955405,0.04699812,0.055594433,1.8985811,0.0024746656,0.0,0.045210898,2.0794857,0.006292952,1.9878223,0.006033145,1.9892619,0.002758097,0.13369448,0.048986357,2.4025128,0.015523607,0.018429913,0.078408085,0.052131303,0.021227919,0.024405897,0.00027523193,2.0305076,0.023126863,1.9617391,0.17334652,0.018768642,0.0071760127,0.044607364,80.046936,80.02308,166.0201,166.03839,2.0897363e-05,0.0,165.93211,166.0215,0.037498757,0.019220002,360.99063,360.97403,78.15012,0.018301804,0.04352303,0.036972053,0.0,14861.832,14861.879,0.0034397303,0.04622904,0.26327002,0.07239325,0.014874332,361.0255,526.97473,361.03943,527.0325,2,2,0
55303.285,11.704417,719.6458,55303.234,9.731282,600.1137,0.0,1.8052299,120.10267,59.843822,60.404697,0.5370045,60.115948,59.90464,60.24105,0.049750645,60.037575,60.19818,60.116776,0.0,60.121475,0.28800175,5027.5815,7934.7515,22977.18,0.0,6144.858,8424.718,22977.02,0.023507768,0.21398437,0.0,0.0070466083,9.97677,0.19440782,0.16091755,0.09761325,1.8707074,0.10490748,1.8466612,0.30409938,9.918836,0.0,0.0,0.07917523,3.4901567,0.17693725,0.14937527,0.017685398,0.18633416,0.11209008,0.69175786,0.19518822,2.0250487,0.1386343,2.2543025,0.1736268,0.16313498,0.22564192,0.38715422,350.09384,350.1634,1510.0778,1510.2747,0.3708311,0.020329744,1510.22,1510.0648,0.25242215,0.35780466,3857.9438,3858.0098,349.94003,0.047021687,0.18704829,7.189276,0.31790647,57737.78,57737.49,0.16986169,0.18649587,0.36258143,0.0,0.15258485,3858.0337,5368.0093,3858.003,5367.894,2,2,0
