bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,y_pred,pred_clean
0,1,1376,0,2,120,148,0,808,229,229.24710083007812,0.7124413847923279,231,229,229.28421020507812,1.3748259561907616e-06,230,0,0.0,0.0,0,0,3.2042901515960693,8.236461639404297,0,0,4.425947189331055,5.629426595987752e-05,0,0,7.888213986007031e-06,11.55569076538086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.01473999023438,350,349,0,0,2,3,0,0,0,0,0,0,1,1,350,0,0,0,0,182.93104553222656,177.3786163330078,0,0,0,0,0,692,692,692,692,2,1
0,2,1073,0,2,182,99,0,539,231,230.49835205078125,0.47505658864974976,231,231,230.52310180664062,1.3748259561907616e-06,231,0,0.0,0.0,0,0,2.1366326808929443,5.492076873779297,0,0,2.9512157440185547,5.629426595987752e-05,0,0,7.888213986007031e-06,7.705348968505859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.51760864257812,350,350,0,0,1,2,0,0,0,0,0,0,1,1,350,0,0,0,0,121.9222640991211,118.21991729736328,0,0,0,0,0,680,680,680,680,2,1
84,5,2223,386,4,1611,157,0,0,374,386.61334228515625,22.68685531616211,417,367,386.2911376953125,22.77313804626465,405,0,1.8247870206832886,0.2645629644393921,1,0,43.478763580322266,79.09119415283203,40,1,35.07938766479492,53.339351654052734,198,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.06442260742188,2,3,0,0,2,1,0,0,0,0,1,0,2,0,2,0,0,0,0,298.2396545410156,284.05487060546875,1,1,0,0,0,1,41,67,1,0,1
0,1,2275,0,1,120,296,1,1614,222,221.48834228515625,1.4230356216430664,224,222,221.56253051757812,1.3748259561907616e-06,222,0,0.0,0.0,0,0,6.400243759155273,16.451488494873047,0,0,8.84040641784668,5.629426595987752e-05,0,0,7.888213986007031e-06,23.081478118896484,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,129.19235229492188,350,349,0,0,4,5,0,0,1,1,0,0,2,2,350,0,0,0,0,635.0628662109375,623.9728393554688,1,1,0,0,0,645,645,644,645,2,1
309,4,629,0,4,1892,0,0,1322,372,403.00091552734375,36.63138198852539,439,377,401.80908203125,36.55858612060547,433,0,0.25171270966529846,0.0,0,1,39.034305572509766,71.44214630126953,78,0,42.3637809753418,52.167293548583984,161,0,0.19011713564395905,17.89779281616211,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.94215393066406,49,47,0,0,1,1,0,0,0,0,0,0,0,2,49,0,0,0,0,534.7576904296875,384.67987060546875,0,0,0,0,0,182,192,239,221,2,1
424,17,9166,424,17,6543,0,1,1886,377,413.0787353515625,26.772918701171875,450,377,413.1516418457031,27.408660888671875,448,0,0.0,0.0,0,0,58.11490249633789,72.83429718017578,35,0,60.5135612487793,77.33452606201172,35,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,240.88998413085938,56,56,0,0,5,6,0,0,1,1,0,0,2,3,56,0,0,0,0,581.6942138671875,568.7355346679688,0,1,0,0,0,222,222,221,222,2,1
0,9,6355,0,9,4130,99,1,1346,486,485.74237060546875,0.0,488,486,485.8042297363281,1.3748259561907616e-06,486,0,1.3020743131637573,0.0,3,0,24.336462020874023,64.78815460205078,90,0,26.371015548706055,68.60521697998047,90,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,281.540771484375,21,20,0,0,3,4,0,0,1,0,0,0,2,1,21,0,0,0,0,330.3163146972656,321.06951904296875,0,1,0,0,0,565,566,565,565,2,1
314,16,7216,314,16,6341,0,1,1886,374,413.24017333984375,25.949146270751953,445,374,410.21575927734375,26.16128158569336,445,0,0.25781622529029846,0.0,0,0,53.49930191040039,62.28046798706055,87,0,54.2996940612793,63.782100677490234,87,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,232.4832000732422,95,95,0,0,5,6,0,0,0,0,0,0,2,3,93,0,0,0,0,546.4671630859375,529.8712768554688,0,1,0,0,0,522,523,522,522,2,1
66,2,1961,66,2,573,296,1,1614,216,216.24359130859375,1.4230356216430664,216,216,216.23110961914062,0.13081496953964233,216,0,0.2631491720676422,0.26707303524017334,1,0,6.400243759155273,16.451488494873047,13,0,8.84040641784668,17.519100189208984,13,0,1.6763842105865479,23.081478118896484,64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,124.62651824951172,350,349,0,0,4,5,0,0,1,1,1,0,2,2,350,0,0,0,0,1734.4173583984375,1736.285888671875,1,1,0,0,0,738,738,738,738,2,1
0,1,462,0,2,1798,148,0,0,690,689.7528686523438,0.0,696,694,694.2842407226562,1.3748259561907616e-06,695,0,0.7818335890769958,0.0,3,0,3.2042901515960693,8.236461639404297,39,0,4.425947189331055,10.528498649597168,39,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.5701599121094,348,348,0,0,2,3,0,0,0,0,0,1,1,1,350,1,1,0,0,274.6913146972656,269.13885498046875,0,0,0,0,0,776,872,776,872,2,1
